exec_entity_id,type,json_value,string_value
1223204,industry_tags,"[""Traditional Asset Management"",""Fund Administration""]",
1223204,scale,,Large Cap
1223204,sectors,"[""Financial Services"",""Business Services""]",
1223204,sub_sectors,"[""Asset and Wealth Management"",""Professional Services and BPO""]",
1185032,hq_address,,Netherlands
1185032,hq_address,,Netherlands
1185032,industry_tags,"[""Fund Administration"",""Trust and Fiduciary Services""]",
1185032,scale,,Large Cap
1185032,sectors,"[""Business Services""]",
1185032,sub_sectors,"[""Professional Services and BPO""]",
1066469,hq_address,,United States
1066469,industry_tags,"[""Financial Services Software"",""Database, Data Management, and Analytics Software""]",
1066469,scale,,Mid Cap
1066469,sectors,"[""Technology & Telecoms""]",
1066469,sub_sectors,"[""Software""]",
1122463,hq_address,,United States
1122463,industry_tags,"[""Fund Administration""]",
1122463,scale,,Mid Cap
1122463,sectors,"[""Business Services""]",
1122463,sub_sectors,"[""Professional Services and BPO""]",
1137203,industry_tags,"[""Healthcare Software""]",
1137203,scale,,Large Cap
1137203,sectors,"[""Technology & Telecoms""]",
1137203,sub_sectors,"[""Software""]",
1136199,hq_address,,United States
1136199,industry_tags,"[""Program \/ Construction Management""]",
1136199,scale,,Large Cap
1136199,sectors,"[""Business Services""]",
1136199,sub_sectors,"[""Industrial Services""]",
1470547,industry_tags,"[""Exploration and Production"",""Midstream Oil and Gas"",""Downstream Oil and Gas"",""Fuel and Forecourt Retail""]",
1470547,scale,,Very Large Cap
1470547,sectors,"[""Energy & Resources""]",
1470547,sub_sectors,"[""Oil and Gas""]",
1443671,hq_address,,United States
1443671,hq_address,,United States
1443671,industry_tags,"[""Beauty and Skincare"",""Homecare"",""Hygiene and Personal Care"",""OTC Healthcare Products""]",
1443671,scale,,Very Large Cap
1443671,sectors,"[""Consumer, Retail & Leisure"",""Healthcare & Pharmaceuticals""]",
1443671,sub_sectors,"[""FMCG"",""Pharmaceuticals, Biotech and Pharma Services""]",
1458611,hq_address,,United Kingdom
1458611,hq_address,,United Kingdom
1458611,industry_tags,"[""Accounting Services""]",
1458611,scale,,Mid Cap
1458611,sectors,"[""Business Services""]",
1458611,sub_sectors,"[""Professional Services and BPO""]",
1483339,industry_tags,"[""Testing and Regulatory Compliance"",""Certification""]",
1483339,scale,,Mid Cap
1483339,sectors,"[""Business Services""]",
1483339,sub_sectors,"[""TIC & Compliance""]",
1470295,industry_tags,"[""Testing and Regulatory Compliance"",""Certification""]",
1470295,scale,,Mid Cap
1470295,sectors,"[""Business Services""]",
1470295,sub_sectors,"[""TIC & Compliance""]",
1227544,hq_address,,
1227544,scale,,Small Cap
1246826,hq_address,,Ireland
1246826,hq_address,,Ireland
1246826,scale,,Mid Cap
1319848,hq_address,,United States
1319848,hq_address,,United States
1319848,industry_tags,"[""Communication Software"",""Cybersecurity Software"",""ERP, HCM, Accounting, and Tax Software"",""Marketing and Content Management Software"",""Tech & IT Infrastructure Software"",""Retail and Leisure Software"",""Consumer \/ Prosumer Software"",""Managed Services"",""IoT Devices and Robotics"",""Database, Data Management, and Analytics Software"",""Enterprise Automation Software"",""Business Productivity Software"",""CRM and Customer Experience (CX) Software"",""PC and Console Gaming"",""IT Hardware OEMs""]",
1319848,scale,,Very Large Cap
1319848,sectors,"[""Media & Entertainment"",""Technology & Telecoms""]",
1319848,sub_sectors,"[""Mobile & Video Games"",""Software"",""IT Hardware"",""IT Services""]",
1323414,hq_address,,United Kingdom
1323414,hq_address,,United Kingdom
1323414,industry_tags,"[""ERP, HCM, Accounting, and Tax Software"",""Public Sector and Education Software"",""Legal and Professional Services Software""]",
1323414,scale,,Large Cap
1323414,sectors,"[""Technology & Telecoms""]",
1323414,sub_sectors,"[""Software""]",
1459573,industry_tags,"[""Legal and Professional Services Software""]",
1459573,scale,,Large Cap
1459573,sectors,"[""Technology & Telecoms""]",
1459573,sub_sectors,"[""Software""]",
1470563,hq_address,,United States
1470563,hq_address,,United States
1470563,hq_address,,United States
1470563,industry_tags,"[""Consulting""]",
1470563,scale,,Very Large Cap
1470563,sectors,"[""Business Services""]",
1470563,sub_sectors,"[""Professional Services and BPO""]",
1323432,hq_address,,United Kingdom
1323432,hq_address,,United Kingdom
1323432,industry_tags,"[""ERP, HCM, Accounting, and Tax Software"",""Public Sector and Education Software"",""Legal and Professional Services Software""]",
1323432,scale,,Large Cap
1323432,sectors,"[""Technology & Telecoms""]",
1323432,sub_sectors,"[""Software""]",
1323466,hq_address,,United Kingdom
1323466,hq_address,,United Kingdom
1323466,industry_tags,"[""ERP, HCM, Accounting, and Tax Software"",""Public Sector and Education Software"",""Legal and Professional Services Software""]",
1323466,scale,,Large Cap
1323466,sectors,"[""Technology & Telecoms""]",
1323466,sub_sectors,"[""Software""]",
1323470,hq_address,,United Kingdom
1323470,hq_address,,United Kingdom
1323470,industry_tags,"[""ERP, HCM, Accounting, and Tax Software"",""Public Sector and Education Software"",""Legal and Professional Services Software""]",
1323470,scale,,Large Cap
1323470,sectors,"[""Technology & Telecoms""]",
1323470,sub_sectors,"[""Software""]",
1323440,hq_address,,United Kingdom
1323440,hq_address,,United Kingdom
1323440,industry_tags,"[""ERP, HCM, Accounting, and Tax Software"",""Public Sector and Education Software"",""Legal and Professional Services Software""]",
1323440,scale,,Large Cap
1323440,sectors,"[""Technology & Telecoms""]",
1323440,sub_sectors,"[""Software""]",
1323448,hq_address,,United Kingdom
1323448,hq_address,,United Kingdom
1323448,industry_tags,"[""ERP, HCM, Accounting, and Tax Software"",""Public Sector and Education Software"",""Legal and Professional Services Software""]",
1323448,scale,,Large Cap
1323448,sectors,"[""Technology & Telecoms""]",
1323448,sub_sectors,"[""Software""]",
1323468,hq_address,,United Kingdom
1323468,hq_address,,United Kingdom
1323468,industry_tags,"[""ERP, HCM, Accounting, and Tax Software"",""Public Sector and Education Software"",""Legal and Professional Services Software""]",
1323468,scale,,Large Cap
1323468,sectors,"[""Technology & Telecoms""]",
1323468,sub_sectors,"[""Software""]",
1190101,industry_tags,"[""Medical Devices"",""Therapeutic Devices""]",
1190101,scale,,Large Cap
1190101,sectors,"[""Healthcare & Pharmaceuticals""]",
1190101,sub_sectors,"[""Devices and Equipment""]",
1475871,hq_address,,Switzerland
1475871,hq_address,,Switzerland
1475871,industry_tags,"[""Medical Devices""]",
1475871,scale,,Very Large Cap
1475871,sectors,"[""Healthcare & Pharmaceuticals""]",
1475871,sub_sectors,"[""Devices and Equipment""]",
1281661,hq_address,,United Kingdom
1281661,hq_address,,United Kingdom
1281661,industry_tags,"[""Consulting"",""Public Sector and Education Software"",""Payroll and Benefits Services"",""Talent Management"",""Employee Engagement and Wellbeing"",""Other BPO"",""Staffing and Recruitment""]",
1281661,scale,,Very Large Cap
1281661,sectors,"[""Business Services"",""Technology & Telecoms""]",
1281661,sub_sectors,"[""Professional Services and BPO"",""Software"",""Human Capital Management Services""]",
1479677,hq_address,,Netherlands
1479677,hq_address,,Netherlands
1479677,industry_tags,"[""Systems Integrators"",""Managed Services""]",
1479677,scale,,Mid Cap
1479677,sectors,"[""Technology & Telecoms""]",
1479677,sub_sectors,"[""IT Services""]",
1471843,hq_address,,United States
1471843,hq_address,,United States
1471843,industry_tags,"[""Healthcare Software""]",
1471843,scale,,Very Large Cap
1471843,sectors,"[""Technology & Telecoms""]",
1471843,sub_sectors,"[""Software""]",
1323602,hq_address,,United Kingdom
1323602,scale,,Small Cap
1062869,industry_tags,"[""Healthcare Software""]",
1062869,scale,,Small Cap
1062869,sectors,"[""Technology & Telecoms""]",
1062869,sub_sectors,"[""Software""]",
1266840,hq_address,,Switzerland
1266840,industry_tags,"[""Wealth Management"",""Investment Banking""]",
1266840,scale,,Very Large Cap
1266840,sectors,"[""Financial Services""]",
1266840,sub_sectors,"[""Asset and Wealth Management"",""Banking""]",
1323518,hq_address,,United States
1323518,scale,,Very Small Cap
1323616,hq_address,,United States
1323616,scale,,Small Cap
1323542,hq_address,,Ireland
1323542,scale,,TBC
1323594,hq_address,,Canada
1323594,scale,,Small Cap
1166102,hq_address,,
1166102,industry_tags,"[""Corporate Banking"",""Wealth Management""]",
1166102,scale,,Large Cap
1166102,sectors,"[""Financial Services""]",
1166102,sub_sectors,"[""Banking"",""Asset and Wealth Management""]",
1323546,hq_address,,Ireland
1323546,scale,,TBC
1323598,scale,,Small Cap
1082171,hq_address,,United States
1082171,industry_tags,"[""Medical Devices""]",
1082171,scale,,Large Cap
1082171,sectors,"[""Healthcare & Pharmaceuticals""]",
1082171,sub_sectors,"[""Devices and Equipment""]",
1323606,hq_address,,United Kingdom
1323606,industry_tags,"[""Legal and Professional Services Software""]",
1323606,scale,,Small Cap
1323606,sectors,"[""Technology & Telecoms""]",
1323606,sub_sectors,"[""Software""]",
1323634,hq_address,,United Kingdom
1323634,scale,,Small Cap
1323520,hq_address,,United States
1323520,scale,,Very Small Cap
1323618,hq_address,,United States
1323618,scale,,Small Cap
1323522,hq_address,,United Kingdom
1323522,scale,,Small Cap
1323514,hq_address,,United States
1323514,scale,,Very Small Cap
1443855,hq_address,,United States
1443855,hq_address,,United States
1443855,industry_tags,"[""Beauty and Skincare"",""Homecare"",""Hygiene and Personal Care"",""OTC Healthcare Products""]",
1443855,scale,,Very Large Cap
1443855,sectors,"[""Consumer, Retail & Leisure"",""Healthcare & Pharmaceuticals""]",
1443855,sub_sectors,"[""FMCG"",""Pharmaceuticals, Biotech and Pharma Services""]",
1443757,hq_address,,Germany
1443757,scale,,Small Cap
1465197,hq_address,,United States
1465197,hq_address,,United States
1465197,hq_address,,United States
1465197,industry_tags,"[""Alternative Asset Management"",""Traditional Asset Management"",""Financial Services Software""]",
1465197,scale,,Very Large Cap
1465197,sectors,"[""Technology & Telecoms"",""Financial Services""]",
1465197,sub_sectors,"[""Asset and Wealth Management"",""Software""]",
1326151,hq_address,,Denmark
1209082,hq_address,,United Kingdom
1209082,hq_address,,United Kingdom
1209082,industry_tags,"[""Managed Services"",""Consulting"",""Testing and Regulatory Compliance"",""Accounting Services"",""Application Development"",""Financial Services Software"",""Healthcare Data and Analytics""]",
1209082,scale,,Very Large Cap
1209082,sectors,"[""Technology & Telecoms"",""Business Services""]",
1209082,sub_sectors,"[""TIC & Compliance"",""IT Services"",""Professional Services and BPO"",""Software"",""Data & Information Services""]",
1264554,hq_address,,France
1264554,industry_tags,"[""Fresh and Chilled Food"",""Non-Alcoholic Drinks""]",
1264554,scale,,Large Cap
1264554,sectors,"[""Consumer, Retail & Leisure""]",
1264554,sub_sectors,"[""Food and Beverage""]",
1225876,hq_address,,United States
1225876,hq_address,,United States
1225876,industry_tags,"[""Cybersecurity Software"",""Tech & IT Infrastructure Software"",""Utilities and Telecoms Software"",""Managed Services"",""IoT Devices and Robotics"",""Database, Data Management, and Analytics Software"",""IT Hardware OEMs""]",
1225876,scale,,Very Large Cap
1225876,sectors,"[""Technology & Telecoms""]",
1225876,sub_sectors,"[""Software"",""IT Hardware"",""IT Services""]",
1225648,hq_address,,United States
1225648,industry_tags,"[""Home and Garden Durables""]",
1225648,scale,,Large Cap
1225648,sectors,"[""Consumer, Retail & Leisure""]",
1225648,sub_sectors,"[""Consumer Durables""]",
1225564,hq_address,,United States
1225564,industry_tags,"[""Home and Garden Durables""]",
1225564,scale,,Large Cap
1225564,sectors,"[""Consumer, Retail & Leisure""]",
1225564,sub_sectors,"[""Consumer Durables""]",
1483335,hq_address,,Denmark
1483335,industry_tags,"[""Medical Diagnostic & Clinical Testing Services"",""Testing and Regulatory Compliance"",""Assurance \/ Control"",""Inspection""]",
1483335,scale,,Very Large Cap
1483335,sectors,"[""Healthcare & Pharmaceuticals"",""Business Services""]",
1483335,sub_sectors,"[""Patient Services"",""TIC & Compliance""]",
1470297,hq_address,,Denmark
1470297,industry_tags,"[""Medical Diagnostic & Clinical Testing Services"",""Testing and Regulatory Compliance"",""Assurance \/ Control"",""Inspection""]",
1470297,scale,,Very Large Cap
1470297,sectors,"[""Healthcare & Pharmaceuticals"",""Business Services""]",
1470297,sub_sectors,"[""Patient Services"",""TIC & Compliance""]",
1027888,hq_address,,United Kingdom
1027888,industry_tags,"[""B2B Marketplaces""]",
1027888,scale,,Small Cap
1027888,sectors,"[""Business Services""]",
1027888,sub_sectors,"[""Data & Information Services""]",
1180078,hq_address,,Sweden
1180078,hq_address,,Sweden
1180078,industry_tags,"[""Procurement and Accounts Receivable Software""]",
1180078,scale,,Mid Cap
1180078,sectors,"[""Technology & Telecoms""]",
1180078,sub_sectors,"[""Software""]",
1064189,hq_address,,France
1064189,hq_address,,France
1064189,industry_tags,"[""Procurement and Accounts Receivable Software"",""Marketing and Content Management Software""]",
1064189,scale,,Large Cap
1064189,sectors,"[""Technology & Telecoms""]",
1064189,sub_sectors,"[""Software""]",
1180074,hq_address,,Sweden
1180074,hq_address,,Sweden
1180074,industry_tags,"[""Procurement and Accounts Receivable Software""]",
1180074,scale,,Mid Cap
1180074,sectors,"[""Technology & Telecoms""]",
1180074,sub_sectors,"[""Software""]",
1180066,hq_address,,France
1180066,hq_address,,France
1180066,industry_tags,"[""Procurement and Accounts Receivable Software"",""Marketing and Content Management Software""]",
1180066,scale,,Large Cap
1180066,sectors,"[""Technology & Telecoms""]",
1180066,sub_sectors,"[""Software""]",
1167586,hq_address,,Germany
1167586,industry_tags,"[""Legal and Professional Services Software"",""Business Productivity Software"",""Marketing and Content Management Software"",""Procurement and Accounts Receivable Software""]",
1167586,scale,,Mid Cap
1167586,sectors,"[""Technology & Telecoms""]",
1167586,sub_sectors,"[""Software""]",
1180954,hq_address,,Netherlands
1180954,hq_address,,Netherlands
1180954,industry_tags,"[""Managed Services"",""ERP, HCM, Accounting, and Tax Software"",""Public Sector and Education Software"",""Database, Data Management, and Analytics Software""]",
1180954,scale,,Large Cap
1180954,sectors,"[""Technology & Telecoms""]",
1180954,sub_sectors,"[""IT Services"",""Software""]",
1002758,hq_address,,Sweden
1002758,industry_tags,"[""ERP, HCM, Accounting, and Tax Software""]",
1002758,scale,,Small Cap
1002758,sectors,"[""Technology & Telecoms""]",
1002758,sub_sectors,"[""Software""]",
1180088,hq_address,,Sweden
1180088,hq_address,,Sweden
1180088,industry_tags,"[""Procurement and Accounts Receivable Software""]",
1180088,scale,,Mid Cap
1180088,sectors,"[""Technology & Telecoms""]",
1180088,sub_sectors,"[""Software""]",
1180094,hq_address,,Sweden
1180094,hq_address,,Sweden
1180094,industry_tags,"[""Procurement and Accounts Receivable Software""]",
1180094,scale,,Mid Cap
1180094,sectors,"[""Technology & Telecoms""]",
1180094,sub_sectors,"[""Software""]",
1180082,hq_address,,Sweden
1180082,hq_address,,Sweden
1180082,industry_tags,"[""Procurement and Accounts Receivable Software""]",
1180082,scale,,Mid Cap
1180082,sectors,"[""Technology & Telecoms""]",
1180082,sub_sectors,"[""Software""]",
1033489,industry_tags,"[""ERP, HCM, Accounting, and Tax Software""]",
1033489,scale,,Mid Cap
1033489,sectors,"[""Technology & Telecoms""]",
1033489,sub_sectors,"[""Software""]",
1127298,hq_address,,Italy
1127298,industry_tags,"[""Industrial and Built Environment Software"",""Supply Chain & Transportation Software"",""IoT Devices and Robotics""]",
1127298,scale,,Mid Cap
1127298,sectors,"[""Technology & Telecoms""]",
1127298,sub_sectors,"[""IT Hardware"",""Software""]",
976730,hq_address,,United Kingdom
976730,hq_address,,United Kingdom
976730,industry_tags,"[""ERP, HCM, Accounting, and Tax Software""]",
976730,scale,,Large Cap
976730,sectors,"[""Technology & Telecoms""]",
976730,sub_sectors,"[""Software""]",
1057542,hq_address,,Netherlands
1057542,industry_tags,"[""Industrial and Built Environment Software"",""Supply Chain & Transportation Software"",""Database, Data Management, and Analytics Software""]",
1057542,scale,,Mid Cap
1057542,sectors,"[""Technology & Telecoms""]",
1057542,sub_sectors,"[""Software""]",
1067140,hq_address,,Germany
1067140,industry_tags,"[""CRM and Customer Experience (CX) Software"",""Retail and Leisure Software"",""ERP, HCM, Accounting, and Tax Software""]",
1067140,scale,,Mid Cap
1067140,sectors,"[""Technology & Telecoms""]",
1067140,sub_sectors,"[""Software""]",
1253043,hq_address,,
1253043,industry_tags,"[""Traditional Asset Management"",""Wealth Management""]",
1253043,scale,,Large Cap
1253043,sectors,"[""Financial Services""]",
1253043,sub_sectors,"[""Asset and Wealth Management""]",
976926,hq_address,,Belgium
976926,industry_tags,"[""ERP, HCM, Accounting, and Tax Software""]",
976926,scale,,Mid Cap
976926,sectors,"[""Technology & Telecoms""]",
976926,sub_sectors,"[""Software""]",
1323802,hq_address,,
1323802,industry_tags,"[""Wealth Management""]",
1323802,scale,,Small Cap
1323802,sectors,"[""Financial Services""]",
1323802,sub_sectors,"[""Asset and Wealth Management""]",
1323782,hq_address,,Luxembourg
1323782,industry_tags,"[""Wealth Management"",""Life Insurance""]",
1323782,scale,,Very Large Cap
1323782,sectors,"[""Financial Services""]",
1323782,sub_sectors,"[""Insurance"",""Asset and Wealth Management""]",
1083533,hq_address,,
1083533,industry_tags,"[""Wealth Management""]",
1083533,scale,,Mid Cap
1083533,sectors,"[""Financial Services""]",
1083533,sub_sectors,"[""Asset and Wealth Management""]",
1456391,hq_address,,Sweden
1456391,hq_address,,Sweden
1456391,industry_tags,"[""Beauty and Skincare"",""Hygiene and Personal Care""]",
1456391,scale,,Very Large Cap
1456391,sectors,"[""Consumer, Retail & Leisure""]",
1456391,sub_sectors,"[""FMCG""]",
1284004,hq_address,,United States
1284004,industry_tags,"[""Financial Data and Analytics"",""Legal and Regulatory Data"",""Regtech, GRC, and EHS Software""]",
1284004,scale,,Very Large Cap
1284004,sectors,"[""Technology & Telecoms"",""Business Services""]",
1284004,sub_sectors,"[""Data & Information Services"",""Software""]",
985718,industry_tags,"[""Database, Data Management, and Analytics Software"",""Financial Services Software""]",
985718,scale,,Mid Cap
985718,sectors,"[""Technology & Telecoms""]",
985718,sub_sectors,"[""Software""]",
1217661,hq_address,,Ireland
1217661,industry_tags,"[""ERP, HCM, Accounting, and Tax Software""]",
1217661,scale,,Mid Cap
1217661,sectors,"[""Technology & Telecoms""]",
1217661,sub_sectors,"[""Software""]",
1324434,hq_address,,United States
1324434,scale,,Mid Cap
1480789,scale,,TBC
1267400,hq_address,,United Kingdom
1267400,industry_tags,"[""Beauty and Skincare"",""Packed \/ Ambient Food"",""Homecare"",""Hygiene and Personal Care"",""Frozen Food""]",
1267400,scale,,Very Large Cap
1267400,sectors,"[""Consumer, Retail & Leisure""]",
1267400,sub_sectors,"[""Food and Beverage"",""FMCG""]",
1142044,hq_address,,United Kingdom
1142044,industry_tags,"[""Consulting""]",
1142044,scale,,Mid Cap
1142044,sectors,"[""Business Services""]",
1142044,sub_sectors,"[""Professional Services and BPO""]",
1312343,hq_address,,United States
1312343,scale,,Small Cap
1459103,hq_address,,United Kingdom
1459103,hq_address,,United Kingdom
1459103,industry_tags,"[""Wealth Management""]",
1459103,scale,,Very Large Cap
1459103,sectors,"[""Financial Services""]",
1459103,sub_sectors,"[""Asset and Wealth Management""]",
1466073,hq_address,,Switzerland
1466073,industry_tags,"[""Hygiene and Personal Care"",""Flavours, Fragrances and Ingredients"",""Contract Manufacturing Services""]",
1466073,scale,,Mid Cap
1466073,sectors,"[""Consumer, Retail & Leisure"",""Industrials & Materials"",""Business Services""]",
1466073,sub_sectors,"[""FMCG"",""Chemicals and Materials"",""Industrial Services""]",
1301768,scale,,TBC
1456371,hq_address,,Italy
1456371,industry_tags,"[""Homecare""]",
1456371,scale,,Large Cap
1456371,sectors,"[""Consumer, Retail & Leisure""]",
1456371,sub_sectors,"[""FMCG""]",
1465163,hq_address,,Sweden
1465163,hq_address,,Sweden
1465163,industry_tags,"[""Industrial and Built Environment Software""]",
1465163,scale,,Very Large Cap
1465163,sectors,"[""Technology & Telecoms""]",
1465163,sub_sectors,"[""Software""]",
1324862,hq_address,,United Kingdom
1324862,scale,,Small Cap
1324870,hq_address,,United Kingdom
1324870,scale,,Small Cap
1324858,hq_address,,United Kingdom
1324858,scale,,Small Cap
1062981,hq_address,,United Kingdom
1062981,scale,,Small Cap
1457481,hq_address,,United Kingdom
1457481,hq_address,,United Kingdom
1457481,hq_address,,United Kingdom
1457481,industry_tags,"[""Financial Services Software""]",
1457481,scale,,Very Large Cap
1457481,sectors,"[""Technology & Telecoms""]",
1457481,sub_sectors,"[""Software""]",
1326151,industry_tags,"[""Financial Services Software""]",
1326151,scale,,Very Large Cap
1326151,sectors,"[""Technology & Telecoms""]",
1326151,sub_sectors,"[""Software""]",
1324844,hq_address,,Ireland
1324844,industry_tags,"[""ERP, HCM, Accounting, and Tax Software""]",
1324844,scale,,Mid Cap
1324844,sectors,"[""Technology & Telecoms""]",
1324844,sub_sectors,"[""Software""]",
1324816,hq_address,,
1324816,hq_address,,United Kingdom
1324816,industry_tags,"[""ERP, HCM, Accounting, and Tax Software""]",
1324816,scale,,Small Cap
1324816,sectors,"[""Technology & Telecoms""]",
1324816,sub_sectors,"[""Software""]",
1324804,hq_address,,United Kingdom
1324804,hq_address,,United Kingdom
1324804,industry_tags,"[""ERP, HCM, Accounting, and Tax Software""]",
1324804,scale,,Large Cap
1324804,sectors,"[""Technology & Telecoms""]",
1324804,sub_sectors,"[""Software""]",
1324822,hq_address,,United Kingdom
1324822,hq_address,,United Kingdom
1324822,industry_tags,"[""ERP, HCM, Accounting, and Tax Software""]",
1324822,scale,,Large Cap
1324822,sectors,"[""Technology & Telecoms""]",
1324822,sub_sectors,"[""Software""]",
1324832,hq_address,,United Kingdom
1324832,hq_address,,United Kingdom
1324832,industry_tags,"[""ERP, HCM, Accounting, and Tax Software""]",
1324832,scale,,Large Cap
1324832,sectors,"[""Technology & Telecoms""]",
1324832,sub_sectors,"[""Software""]",
1405555,hq_address,,
1405555,hq_address,,United Kingdom
1405555,hq_address,,United Kingdom
1405555,industry_tags,"[""ERP, HCM, Accounting, and Tax Software"",""CRM and Customer Experience (CX) Software""]",
1405555,scale,,Large Cap
1405555,sectors,"[""Technology & Telecoms""]",
1405555,sub_sectors,"[""Software""]",
1324802,hq_address,,
1324802,hq_address,,United Kingdom
1324802,industry_tags,"[""ERP, HCM, Accounting, and Tax Software""]",
1324802,scale,,Small Cap
1324802,sectors,"[""Technology & Telecoms""]",
1324802,sub_sectors,"[""Software""]",
1324810,hq_address,,United Kingdom
1324810,hq_address,,United Kingdom
1324810,industry_tags,"[""ERP, HCM, Accounting, and Tax Software""]",
1324810,scale,,Large Cap
1324810,sectors,"[""Technology & Telecoms""]",
1324810,sub_sectors,"[""Software""]",
3788839,scale,,Mid Cap
1327477,hq_address,,United States
1327477,hq_address,,United States
1327477,industry_tags,"[""ERP, HCM, Accounting, and Tax Software""]",
1327477,scale,,Very Large Cap
1327477,sectors,"[""Technology & Telecoms""]",
1327477,sub_sectors,"[""Software""]",
1326411,industry_tags,"[""ERP, HCM, Accounting, and Tax Software""]",
1326411,scale,,Mid Cap
1326411,sectors,"[""Technology & Telecoms""]",
1326411,sub_sectors,"[""Software""]",
1327471,hq_address,,United States
1327471,hq_address,,United States
1327471,industry_tags,"[""ERP, HCM, Accounting, and Tax Software""]",
1327471,scale,,Very Large Cap
1327471,sectors,"[""Technology & Telecoms""]",
1327471,sub_sectors,"[""Software""]",
1327447,hq_address,,United States
1327447,industry_tags,"[""ERP, HCM, Accounting, and Tax Software"",""Application Development""]",
1327447,scale,,Very Large Cap
1327447,sectors,"[""Technology & Telecoms""]",
1327447,sub_sectors,"[""IT Services"",""Software""]",
1327443,hq_address,,United States
1327443,industry_tags,"[""ERP, HCM, Accounting, and Tax Software"",""Application Development""]",
1327443,scale,,Very Large Cap
1327443,sectors,"[""Technology & Telecoms""]",
1327443,sub_sectors,"[""IT Services"",""Software""]",
1327473,hq_address,,United States
1327473,hq_address,,United States
1327473,industry_tags,"[""ERP, HCM, Accounting, and Tax Software""]",
1327473,scale,,Very Large Cap
1327473,sectors,"[""Technology & Telecoms""]",
1327473,sub_sectors,"[""Software""]",
1326511,hq_address,,United States
1326511,hq_address,,United States
1326511,industry_tags,"[""ERP, HCM, Accounting, and Tax Software"",""Payments"",""Consumer \/ Prosumer Software"",""Financial Services Software""]",
1326511,scale,,Very Large Cap
1326511,sectors,"[""Technology & Telecoms"",""Financial Services""]",
1326511,sub_sectors,"[""Software"",""Banking""]",
1188200,hq_address,,United States
1188200,industry_tags,"[""ERP, HCM, Accounting, and Tax Software"",""Application Development""]",
1188200,scale,,Very Large Cap
1188200,sectors,"[""Technology & Telecoms""]",
1188200,sub_sectors,"[""IT Services"",""Software""]",
1452125,hq_address,,United Kingdom
1452125,scale,,Small Cap
1472141,hq_address,,Switzerland
1472141,scale,,TBC
1443771,hq_address,,Germany
1443771,scale,,Small Cap
1281845,hq_address,,United Kingdom
1281845,industry_tags,"[""Other Information Services"",""Market Research"",""Financial Data and Analytics""]",
1281845,scale,,Large Cap
1153412,hq_address,,Switzerland
1153412,hq_address,,Switzerland
1153412,industry_tags,"[""Traditional Asset Management"",""Wealth Management""]",
1153412,scale,,Very Large Cap
1153412,sectors,"[""Financial Services""]",
1153412,sub_sectors,"[""Asset and Wealth Management""]",
1149385,hq_address,,Germany
1149385,hq_address,,Germany
1149385,industry_tags,"[""Wealth Management"",""Retail Banking"",""Corporate Banking""]",
1149385,scale,,Large Cap
1149385,sectors,"[""Financial Services""]",
1149385,sub_sectors,"[""Banking"",""Asset and Wealth Management""]",
1066675,hq_address,,United Kingdom
1066675,hq_address,,United Kingdom
1066675,industry_tags,"[""Consulting"",""Public Sector and Education Software"",""Payroll and Benefits Services"",""Talent Management"",""Employee Engagement and Wellbeing"",""Other BPO"",""Staffing and Recruitment""]",
1066675,scale,,Very Large Cap
1066675,sectors,"[""Business Services"",""Technology & Telecoms""]",
1066675,sub_sectors,"[""Professional Services and BPO"",""Software"",""Human Capital Management Services""]",
1247512,hq_address,,United Kingdom
1247512,hq_address,,United Kingdom
1247512,industry_tags,"[""Consulting"",""Public Sector and Education Software"",""Payroll and Benefits Services"",""Talent Management"",""Employee Engagement and Wellbeing"",""Other BPO"",""Staffing and Recruitment""]",
1247512,scale,,Very Large Cap
1247512,sectors,"[""Business Services"",""Technology & Telecoms""]",
1247512,sub_sectors,"[""Professional Services and BPO"",""Software"",""Human Capital Management Services""]",
1308219,hq_address,,United Kingdom
1308219,hq_address,,United Kingdom
1308219,industry_tags,"[""Consulting"",""Public Sector and Education Software"",""Payroll and Benefits Services"",""Talent Management"",""Employee Engagement and Wellbeing"",""Other BPO"",""Staffing and Recruitment""]",
1308219,scale,,Very Large Cap
1308219,sectors,"[""Business Services"",""Technology & Telecoms""]",
1308219,sub_sectors,"[""Professional Services and BPO"",""Software"",""Human Capital Management Services""]",
1087976,hq_address,,Sweden
1087976,industry_tags,"[""B2B Marketplaces"",""Fund Distribution"",""Exchanges""]",
1087976,scale,,Small Cap
1087976,sectors,"[""Financial Services"",""Business Services""]",
1087976,sub_sectors,"[""Data & Information Services"",""Banking"",""Asset and Wealth Management""]",
1281635,hq_address,,United Kingdom
1281635,hq_address,,United Kingdom
1281635,industry_tags,"[""Consulting"",""Public Sector and Education Software"",""Payroll and Benefits Services"",""Talent Management"",""Employee Engagement and Wellbeing"",""Other BPO"",""Staffing and Recruitment""]",
1281635,scale,,Very Large Cap
1281635,sectors,"[""Business Services"",""Technology & Telecoms""]",
1281635,sub_sectors,"[""Professional Services and BPO"",""Software"",""Human Capital Management Services""]",
1233235,hq_address,,United States
1233235,industry_tags,"[""Investment Banking"",""Wealth Management""]",
1233235,scale,,Very Large Cap
1233235,sectors,"[""Business Services"",""Financial Services""]",
1233235,sub_sectors,"[""Data & Information Services"",""Banking""]",
1320284,hq_address,,Switzerland
1320284,hq_address,,Switzerland
