exec_entity_id,type,json_value,string_value
1219124,industry_tags,"[""Healthcare Software"",""Drug Distribution"",""ERP, HCM, Accounting, and Tax Software""]",
1219124,scale,,Very Large Cap
1219124,sectors,"[""Healthcare & Pharmaceuticals"",""Technology & Telecoms""]",
1219124,sub_sectors,"[""Software""]",
5456964,hq_address,,United Kingdom
5456964,hq_address,,United Kingdom
5456964,industry_tags,"[""K-12 Education and Care""]",
5456964,scale,,Large Cap
5456964,sectors,"[""Consumer, Retail & Leisure""]",
5456964,sub_sectors,"[""Education and Training""]",
1231743,hq_address,,Canada
1231743,scale,,Small Cap
1408583,scale,,TBC
1475055,hq_address,,Finland
1475055,industry_tags,"[""Legal and Professional Services Software"",""Business Productivity Software""]",
1475055,scale,,Mid Cap
5456923,hq_address,,United Kingdom
5456923,hq_address,,United Kingdom
5456923,industry_tags,"[""K-12 Education and Care""]",
5456923,scale,,Large Cap
5456923,sectors,"[""Consumer, Retail & Leisure""]",
5456923,sub_sectors,"[""Education and Training""]",
5457186,hq_address,,
5457186,hq_address,,United States
5457186,industry_tags,"[""Industrial and Built Environment Software"",""ERP, HCM, Accounting, and Tax Software"",""IoT Devices and Robotics"",""IT Hardware OEMs"",""Utilities and Telecoms Software"",""Supply Chain & Transportation Software"",""Regtech, GRC, and EHS Software"",""Tech & IT Infrastructure Software"",""Financial Services Software"",""Healthcare Software"",""Marketing and Content Management Software"",""Retail and Leisure Software"",""Public Sector and Education Software"",""Managed Services"",""Database, Data Management, and Analytics Software"",""Enterprise Automation Software"",""Business Productivity Software"",""CRM and Customer Experience (CX) Software"",""Legal and Professional Services Software""]",
5457186,scale,,Very Large Cap
5457186,sectors,"[""Technology & Telecoms""]",
5457186,sub_sectors,"[""Software"",""IT Hardware"",""IT Services""]",
5456937,hq_address,,United Kingdom
5456937,hq_address,,United Kingdom
5456937,industry_tags,"[""K-12 Education and Care""]",
5456937,scale,,Large Cap
5456937,sectors,"[""Consumer, Retail & Leisure""]",
5456937,sub_sectors,"[""Education and Training""]",
5457342,hq_address,,United States
5457342,scale,,Large Cap
5456940,hq_address,,Spain
5456940,hq_address,,Spain
5456940,hq_address,,Spain
5456940,industry_tags,"[""K-12 Education and Care""]",
5456940,scale,,Mid Cap
5456940,sectors,"[""Consumer, Retail & Leisure""]",
5456940,sub_sectors,"[""Education and Training""]",
1460555,hq_address,,United States
1460555,industry_tags,"[""Marketing and Content Management Software"",""Legal and Professional Services Software"",""Healthcare Software"",""Enterprise Automation Software"",""Managed Services"",""Database, Data Management, and Analytics Software"",""Business Productivity Software"",""Consulting""]",
1460555,scale,,Large Cap
1460555,sectors,"[""Technology & Telecoms"",""Business Services""]",
1460555,sub_sectors,"[""Software"",""IT Services"",""Professional Services and BPO""]",
1402399,hq_address,,Germany
1402399,hq_address,,Germany
1402399,industry_tags,"[""Biotechnology"",""Clinical Trial Services \/ CROs""]",
1402399,scale,,Very Large Cap
1402399,sectors,"[""Healthcare & Pharmaceuticals""]",
1402399,sub_sectors,"[""Pharmaceuticals, Biotech and Pharma Services""]",
1194773,hq_address,,United States
1194773,industry_tags,"[""Business Productivity Software"",""Legal and Professional Services Software"",""Marketing and Content Management Software"",""Database, Data Management, and Analytics Software""]",
1194773,scale,,Very Large Cap
1194773,sectors,"[""Technology & Telecoms""]",
1194773,sub_sectors,"[""Software""]",
1345680,hq_address,,United States
1345680,industry_tags,"[""Supply Chain & Transportation Software""]",
1345680,scale,,Very Large Cap
1345680,sectors,"[""Technology & Telecoms""]",
1345680,sub_sectors,"[""Software""]",
1348068,hq_address,,United Kingdom
1348068,hq_address,,United Kingdom
1348068,industry_tags,"[""Consumer Marketplaces""]",
1348068,scale,,Large Cap
1348068,sectors,"[""Consumer, Retail & Leisure""]",
1348068,sub_sectors,"[""Consumer Services""]",
1404445,scale,,Small Cap
1069210,hq_address,,United States
1069210,industry_tags,"[""Cybersecurity Software""]",
1069210,scale,,Large Cap
1069210,sectors,"[""Technology & Telecoms""]",
1069210,sub_sectors,"[""Software""]",
1219566,industry_tags,"[""Healthcare Software"",""Communication Software""]",
1219566,scale,,Mid Cap
1219566,sectors,"[""Technology & Telecoms""]",
1219566,sub_sectors,"[""Software""]",
1194897,hq_address,,United States
1194897,industry_tags,"[""Business Productivity Software"",""Legal and Professional Services Software"",""Marketing and Content Management Software"",""Database, Data Management, and Analytics Software""]",
1194897,scale,,Very Large Cap
1194897,sectors,"[""Technology & Telecoms""]",
1194897,sub_sectors,"[""Software""]",
947562,hq_address,,United States
947562,hq_address,,United States
947562,industry_tags,"[""Travel and Tourism Software"",""Consumer Marketplaces""]",
947562,scale,,Very Large Cap
947562,sectors,"[""Technology & Telecoms"",""Consumer, Retail & Leisure""]",
947562,sub_sectors,"[""Software"",""Consumer Services""]",
1232811,hq_address,,United States
1232811,industry_tags,"[""Enterprise Automation Software"",""Marketing and Content Management Software""]",
1232811,scale,,Mid Cap
1232811,sectors,"[""Technology & Telecoms""]",
1232811,sub_sectors,"[""Software""]",
1369443,hq_address,,Germany
1369443,hq_address,,Germany
1369443,industry_tags,"[""Biotechnology"",""Clinical Trial Services \/ CROs""]",
1369443,scale,,Very Large Cap
1369443,sectors,"[""Healthcare & Pharmaceuticals""]",
1369443,sub_sectors,"[""Pharmaceuticals, Biotech and Pharma Services""]",
1421907,hq_address,,United States
1421907,industry_tags,"[""Hygiene and Personal Care"",""Beauty and Skincare""]",
1421907,scale,,Very Large Cap
1421907,sectors,"[""Consumer, Retail & Leisure""]",
1421907,sub_sectors,"[""FMCG""]",
1052265,hq_address,,United States
1052265,industry_tags,"[""Enterprise Automation Software""]",
1052265,scale,,Large Cap
1052265,sectors,"[""Technology & Telecoms""]",
1052265,sub_sectors,"[""Software""]",
1438277,hq_address,,United States
1438277,scale,,Small Cap
1104714,scale,,Small Cap
1215475,hq_address,,Sweden
1215475,hq_address,,Sweden
1215475,industry_tags,"[""Installation, Maintenance and Technical Services""]",
1215475,scale,,Large Cap
1215475,sectors,"[""Business Services""]",
1215475,sub_sectors,"[""Facilities Management""]",
1262117,hq_address,,United Kingdom
1262117,industry_tags,"[""Financial Data and Analytics"",""Financial Services Software"",""Exchanges""]",
1262117,scale,,Mid Cap
1262117,sectors,"[""Financial Services"",""Technology & Telecoms"",""Business Services""]",
1262117,sub_sectors,"[""Data & Information Services"",""Software"",""Banking""]",
1396129,hq_address,,United States
1396129,scale,,Small Cap
1299168,hq_address,,United States
1299168,industry_tags,"[""IoT Devices and Robotics""]",
1299168,scale,,Large Cap
1299168,sectors,"[""Technology & Telecoms""]",
1299168,sub_sectors,"[""IT Hardware""]",
5383779,hq_address,,United Kingdom
5383779,scale,,TBC
1026227,hq_address,,United States
1026227,industry_tags,"[""Cybersecurity Software"",""Financial Services Software""]",
1026227,scale,,Large Cap
1026227,sectors,"[""Technology & Telecoms""]",
1026227,sub_sectors,"[""Software""]",
1065191,hq_address,,United States
1065191,scale,,Small Cap
1315940,hq_address,,United States
1315940,hq_address,,United States
1315940,industry_tags,"[""Financial Services Software"",""Managed Services""]",
1315940,scale,,Mid Cap
1315940,sectors,"[""Technology & Telecoms""]",
1315940,sub_sectors,"[""Software"",""IT Services""]",
1392207,hq_address,,
1392207,industry_tags,"[""Industrial Machinery and Equipment""]",
1392207,scale,,Very Large Cap
1392207,sectors,"[""Industrials & Materials""]",
1392207,sub_sectors,"[""Capital Equipment""]",
1141380,hq_address,,United States
1141380,industry_tags,"[""Cybersecurity Software""]",
1141380,scale,,Large Cap
1141380,sectors,"[""Technology & Telecoms""]",
1141380,sub_sectors,"[""Software""]",
1120240,hq_address,,United States
1120240,industry_tags,"[""Cybersecurity Software"",""IT Hardware OEMs""]",
1120240,scale,,Very Large Cap
1120240,sectors,"[""Technology & Telecoms""]",
1120240,sub_sectors,"[""IT Hardware"",""Software""]",
1224021,hq_address,,United States
1224021,industry_tags,"[""Tech & IT Infrastructure Software""]",
1224021,scale,,Very Large Cap
1224021,sectors,"[""Technology & Telecoms""]",
1224021,sub_sectors,"[""Software""]",
1203226,industry_tags,"[""Cybersecurity Software""]",
1203226,scale,,Mid Cap
1203226,sectors,"[""Technology & Telecoms""]",
1203226,sub_sectors,"[""Software""]",
5385104,hq_address,,United States
1312211,hq_address,,United States
1312211,industry_tags,"[""Clinics and Outpatient Services""]",
1312211,scale,,Mid Cap
1312211,sectors,"[""Healthcare & Pharmaceuticals""]",
1312211,sub_sectors,"[""Patient Services""]",
1340328,hq_address,,United States
1340328,hq_address,,United States
1340328,industry_tags,"[""Systems Integrators"",""Managed Services"",""Application Development"",""Healthcare Software"",""Healthcare Data and Analytics"",""Consulting""]",
1340328,scale,,Very Large Cap
1340328,sectors,"[""Technology & Telecoms"",""Business Services""]",
1340328,sub_sectors,"[""IT Services"",""Software"",""Data & Information Services"",""Professional Services and BPO""]",
1123399,hq_address,,United States
1123399,industry_tags,"[""Medical and Health Insurance""]",
1123399,scale,,Very Large Cap
1123399,sectors,"[""Financial Services""]",
1123399,sub_sectors,"[""Insurance""]",
5385131,hq_address,,New Zealand
5385131,industry_tags,"[""Utilities and Telecoms Software""]",
5385131,scale,,Mid Cap
5385131,sectors,"[""Technology & Telecoms""]",
5385131,sub_sectors,"[""Software""]",
5456833,hq_address,,United Kingdom
5456833,hq_address,,United Kingdom
5456833,industry_tags,"[""K-12 Education and Care""]",
5456833,scale,,Large Cap
5456833,sectors,"[""Consumer, Retail & Leisure""]",
5456833,sub_sectors,"[""Education and Training""]",
1184604,hq_address,,United States
1184604,hq_address,,United States
1184604,industry_tags,"[""Communication Software"",""Cybersecurity Software"",""ERP, HCM, Accounting, and Tax Software"",""Marketing and Content Management Software"",""Tech & IT Infrastructure Software"",""Retail and Leisure Software"",""Consumer \/ Prosumer Software"",""Managed Services"",""IoT Devices and Robotics"",""Database, Data Management, and Analytics Software"",""Enterprise Automation Software"",""Business Productivity Software"",""CRM and Customer Experience (CX) Software"",""PC and Console Gaming"",""IT Hardware OEMs""]",
1184604,scale,,Very Large Cap
1184604,sectors,"[""Media & Entertainment"",""Technology & Telecoms""]",
1184604,sub_sectors,"[""Mobile & Video Games"",""Software"",""IT Hardware"",""IT Services""]",
1113912,hq_address,,Germany
1113912,hq_address,,Germany
1113912,hq_address,,Germany
1113912,hq_address,,Germany
1113912,industry_tags,"[""Financial Services Software"",""ERP, HCM, Accounting, and Tax Software"",""Supply Chain & Transportation Software"",""Marketing and Content Management Software"",""Tech & IT Infrastructure Software"",""Retail and Leisure Software"",""Utilities and Telecoms Software"",""Regtech, GRC, and EHS Software"",""Public Sector and Education Software"",""IoT Devices and Robotics"",""Database, Data Management, and Analytics Software"",""Enterprise Automation Software"",""CRM and Customer Experience (CX) Software"",""Legal and Professional Services Software"",""Application Development"",""Industrial and Built Environment Software""]",
1113912,scale,,Very Large Cap
1113912,sectors,"[""Technology & Telecoms""]",
1113912,sub_sectors,"[""Software"",""IT Hardware"",""IT Services""]",
1103944,hq_address,,
1103944,hq_address,,United States
1103944,industry_tags,"[""Industrial and Built Environment Software"",""ERP, HCM, Accounting, and Tax Software"",""IoT Devices and Robotics"",""IT Hardware OEMs"",""Utilities and Telecoms Software"",""Supply Chain & Transportation Software"",""Regtech, GRC, and EHS Software"",""Tech & IT Infrastructure Software"",""Financial Services Software"",""Healthcare Software"",""Marketing and Content Management Software"",""Retail and Leisure Software"",""Public Sector and Education Software"",""Managed Services"",""Database, Data Management, and Analytics Software"",""Enterprise Automation Software"",""Business Productivity Software"",""CRM and Customer Experience (CX) Software"",""Legal and Professional Services Software""]",
1103944,scale,,Very Large Cap
1103944,sectors,"[""Technology & Telecoms""]",
1103944,sub_sectors,"[""Software"",""IT Hardware"",""IT Services""]",
5457193,hq_address,,
5457193,hq_address,,United States
5457193,industry_tags,"[""Industrial and Built Environment Software"",""ERP, HCM, Accounting, and Tax Software"",""IoT Devices and Robotics"",""IT Hardware OEMs"",""Utilities and Telecoms Software"",""Supply Chain & Transportation Software"",""Regtech, GRC, and EHS Software"",""Tech & IT Infrastructure Software"",""Financial Services Software"",""Healthcare Software"",""Marketing and Content Management Software"",""Retail and Leisure Software"",""Public Sector and Education Software"",""Managed Services"",""Database, Data Management, and Analytics Software"",""Enterprise Automation Software"",""Business Productivity Software"",""CRM and Customer Experience (CX) Software"",""Legal and Professional Services Software""]",
5457193,scale,,Very Large Cap
5457193,sectors,"[""Technology & Telecoms""]",
5457193,sub_sectors,"[""Software"",""IT Hardware"",""IT Services""]",
1389397,hq_address,,United States
1389397,industry_tags,"[""Payroll and Benefits Services""]",
1389397,scale,,Mid Cap
1389397,sectors,"[""Business Services""]",
1389397,sub_sectors,"[""Human Capital Management Services""]",
1318464,hq_address,,Austria
1318464,industry_tags,"[""Marketing and Content Management Software"",""Legal and Professional Services Software"",""Business Productivity Software""]",
1318464,scale,,Mid Cap
1318464,sectors,"[""Technology & Telecoms""]",
1318464,sub_sectors,"[""Software""]",
5457280,hq_address,,United Kingdom
5457280,hq_address,,United Kingdom
5457280,industry_tags,"[""K-12 Education and Care""]",
5457280,scale,,Large Cap
5457280,sectors,"[""Consumer, Retail & Leisure""]",
5457280,sub_sectors,"[""Education and Training""]",
1219467,hq_address,,United States
1219467,industry_tags,"[""Healthcare Data and Analytics""]",
1219467,scale,,Mid Cap
1219467,sectors,"[""Business Services""]",
1219467,sub_sectors,"[""Data & Information Services""]",
1231837,hq_address,,Netherlands
1231837,scale,,Small Cap
1375359,hq_address,,United States
1375359,industry_tags,"[""Medical and Health Insurance""]",
1375359,scale,,Very Large Cap
1375359,sectors,"[""Financial Services""]",
1375359,sub_sectors,"[""Insurance""]",
1070891,hq_address,,Germany
1070891,scale,,Small Cap
1185222,industry_tags,"[""Life Sciences Tools"",""Tools, Instruments and Controls""]",
1185222,scale,,Very Large Cap
1185222,sectors,"[""Healthcare & Pharmaceuticals"",""Industrials & Materials""]",
1185222,sub_sectors,"[""Devices and Equipment"",""Industrial Products""]",
1194593,hq_address,,United States
1194593,industry_tags,"[""Business Productivity Software"",""Legal and Professional Services Software"",""Marketing and Content Management Software"",""Database, Data Management, and Analytics Software""]",
1194593,scale,,Very Large Cap
1194593,sectors,"[""Technology & Telecoms""]",
1194593,sub_sectors,"[""Software""]",
1297850,hq_address,,Germany
1297850,scale,,TBC
1194887,hq_address,,United States
1194887,industry_tags,"[""Business Productivity Software"",""Legal and Professional Services Software"",""Marketing and Content Management Software"",""Database, Data Management, and Analytics Software""]",
1194887,scale,,Very Large Cap
1194887,sectors,"[""Technology & Telecoms""]",
1194887,sub_sectors,"[""Software""]",
1425015,hq_address,,United States
1425015,hq_address,,United States
1425015,industry_tags,"[""Beauty and Skincare"",""Homecare"",""Hygiene and Personal Care"",""OTC Healthcare Products""]",
1425015,scale,,Very Large Cap
1425015,sectors,"[""Consumer, Retail & Leisure"",""Healthcare & Pharmaceuticals""]",
1425015,sub_sectors,"[""FMCG"",""Pharmaceuticals, Biotech and Pharma Services""]",
1053166,industry_tags,"[""Financial Services Software"",""Regtech, GRC, and EHS Software"",""Tech & IT Infrastructure Software""]",
1053166,scale,,Mid Cap
1053166,sectors,"[""Technology & Telecoms""]",
1053166,sub_sectors,"[""Software""]",
1029651,hq_address,,Spain
1029651,hq_address,,Spain
1029651,industry_tags,"[""Retail and Leisure Software""]",
1029651,scale,,Very Large Cap
1029651,sectors,"[""Technology & Telecoms""]",
1029651,sub_sectors,"[""Software""]",
1447465,hq_address,,
1447465,scale,,Small Cap
1130870,hq_address,,United Kingdom
1130870,industry_tags,"[""Holiday Lets and Holiday Parks""]",
1130870,scale,,Large Cap
1130870,sectors,"[""Consumer, Retail & Leisure""]",
1130870,sub_sectors,"[""Leisure and Hospitality""]",
5457762,industry_tags,"[""Travel and Tourism Software"",""Consumer Marketplaces""]",
5457762,scale,,Large Cap
5457762,sectors,"[""Technology & Telecoms"",""Consumer, Retail & Leisure""]",
5457762,sub_sectors,"[""Software"",""Consumer Services""]",
1315934,hq_address,,United States
1315934,hq_address,,United States
1315934,industry_tags,"[""Financial Services Software"",""Managed Services""]",
1315934,scale,,Mid Cap
1315934,sectors,"[""Technology & Telecoms""]",
1315934,sub_sectors,"[""Software"",""IT Services""]",
1052087,hq_address,,United States
1052087,scale,,TBC
1374159,hq_address,,United Kingdom
1374159,hq_address,,United Kingdom
1374159,industry_tags,"[""Financial Data and Analytics""]",
1374159,scale,,Mid Cap
1374159,sectors,"[""Business Services""]",
1374159,sub_sectors,"[""Data & Information Services""]",
1068632,hq_address,,United States
1068632,industry_tags,"[""Healthcare Software""]",
1068632,scale,,Mid Cap
1068632,sectors,"[""Technology & Telecoms""]",
1068632,sub_sectors,"[""Software""]",
1231779,hq_address,,United States
1231779,industry_tags,"[""Testing and Regulatory Compliance""]",
1231779,scale,,Mid Cap
1231779,sectors,"[""Business Services""]",
1231779,sub_sectors,"[""TIC & Compliance""]",
1441803,hq_address,,
1441803,scale,,Small Cap
1078194,hq_address,,United States
1078194,industry_tags,"[""Cybersecurity Software""]",
1078194,scale,,Very Large Cap
1078194,sectors,"[""Technology & Telecoms""]",
1078194,sub_sectors,"[""Software""]",
5383112,hq_address,,United States
5383112,scale,,Small Cap
1026792,hq_address,,United States
1026792,industry_tags,"[""Cybersecurity Software""]",
1026792,scale,,Large Cap
1026792,sectors,"[""Technology & Telecoms""]",
1026792,sub_sectors,"[""Software""]",
1323540,hq_address,,United States
1323540,industry_tags,"[""ERP, HCM, Accounting, and Tax Software""]",
1323540,scale,,Mid Cap
1323540,sectors,"[""Technology & Telecoms""]",
1323540,sub_sectors,"[""Software""]",
5383191,hq_address,,United Kingdom
5383191,industry_tags,"[""Insurance Services"",""Property and Casualty Insurance""]",
5383191,scale,,Large Cap
5383191,sectors,"[""Financial Services""]",
5383191,sub_sectors,"[""Insurance""]",
5383510,hq_address,,United Kingdom
5383510,scale,,TBC
5383510,sectors,"[""Financial Services""]",
5383510,sub_sectors,"[""Insurance""]",
5384114,hq_address,,United Kingdom
5384114,scale,,TBC
5384114,sectors,"[""Financial Services""]",
5384114,sub_sectors,"[""Insurance""]",
1366223,hq_address,,United Kingdom
1366223,industry_tags,"[""Financial Services Software""]",
1366223,scale,,Large Cap
1366223,sectors,"[""Technology & Telecoms""]",
1366223,sub_sectors,"[""Software""]",
1026253,hq_address,,Sweden
1026253,hq_address,,Sweden
1026253,industry_tags,"[""Procurement and Accounts Receivable Software""]",
1026253,scale,,Mid Cap
1026253,sectors,"[""Technology & Telecoms""]",
1026253,sub_sectors,"[""Software""]",
1141734,hq_address,,United States
1141734,industry_tags,"[""Cybersecurity Software"",""Testing and Regulatory Compliance""]",
1141734,scale,,Large Cap
1141734,sectors,"[""Technology & Telecoms"",""Business Services""]",
1141734,sub_sectors,"[""Software"",""TIC & Compliance""]",
5385104,industry_tags,"[""Elderly, Disabled and Managed Care"",""Clinics and Outpatient Services""]",
5385104,scale,,Mid Cap
5385104,sectors,"[""Healthcare & Pharmaceuticals""]",
5385104,sub_sectors,"[""Patient Services""]",
1026796,hq_address,,United States
1026796,hq_address,,United States
1026796,industry_tags,"[""Financial Services Software"",""Regtech, GRC, and EHS Software"",""Database, Data Management, and Analytics Software""]",
1026796,scale,,Very Large Cap
1026796,sectors,"[""Technology & Telecoms""]",
1026796,sub_sectors,"[""Software""]",
1083649,hq_address,,United Kingdom
1083649,industry_tags,"[""Wealth Management"",""Property and Casualty Insurance""]",
1475055,sectors,"[""Technology & Telecoms""]",
1475055,sub_sectors,"[""Software""]",
1027602,hq_address,,United Kingdom
1027602,hq_address,,United States
1027602,industry_tags,"[""Enterprise Automation Software""]",
1027602,scale,,Large Cap
1027602,sectors,"[""Technology & Telecoms""]",
1027602,sub_sectors,"[""Software""]",
1219518,hq_address,,United States
1219518,scale,,Very Small Cap
5383617,hq_address,,United Kingdom
5383617,industry_tags,"[""Property and Casualty Insurance"",""Insurance Distribution""]",
5383617,scale,,Mid Cap
5383617,sectors,"[""Financial Services""]",
5383617,sub_sectors,"[""Insurance""]",
1218699,industry_tags,"[""Healthcare Software""]",
1218699,scale,,Mid Cap
1218699,sectors,"[""Technology & Telecoms""]",
1218699,sub_sectors,"[""Software""]",
1066096,hq_address,,United States
1066096,hq_address,,United States
1066096,hq_address,,United States
1066096,industry_tags,"[""Cybersecurity Software"",""Tech & IT Infrastructure Software"",""Telecoms Hardware"",""Utilities and Telecoms Software"",""Communication Software"",""IoT Devices and Robotics"",""IT Hardware OEMs"",""IT Hardware Components""]",
1066096,scale,,Very Large Cap
1066096,sectors,"[""Technology & Telecoms""]",
1066096,sub_sectors,"[""IT Hardware"",""Software"",""Telecoms""]",
1117539,hq_address,,United States
1117539,industry_tags,"[""Enterprise Automation Software"",""Legal and Professional Services Software""]",
1117539,scale,,Very Large Cap
1117539,sectors,"[""Technology & Telecoms""]",
1117539,sub_sectors,"[""Software""]",
1027392,hq_address,,United States
1027392,industry_tags,"[""Database, Data Management, and Analytics Software""]",
1027392,scale,,Large Cap
1027392,sectors,"[""Technology & Telecoms""]",
1027392,sub_sectors,"[""Software""]",
5457204,hq_address,,Germany
5457204,hq_address,,Germany
5457204,hq_address,,Germany
5457204,hq_address,,Germany
5457204,industry_tags,"[""Financial Services Software"",""ERP, HCM, Accounting, and Tax Software"",""Supply Chain & Transportation Software"",""Marketing and Content Management Software"",""Tech & IT Infrastructure Software"",""Retail and Leisure Software"",""Utilities and Telecoms Software"",""Regtech, GRC, and EHS Software"",""Public Sector and Education Software"",""IoT Devices and Robotics"",""Database, Data Management, and Analytics Software"",""Enterprise Automation Software"",""CRM and Customer Experience (CX) Software"",""Legal and Professional Services Software"",""Application Development"",""Industrial and Built Environment Software""]",
5457204,scale,,Very Large Cap
5457204,sectors,"[""Technology & Telecoms""]",
5457204,sub_sectors,"[""Software"",""IT Hardware"",""IT Services""]",
1231793,hq_address,,France
1231793,scale,,Small Cap
1323544,hq_address,,Ireland
1323544,scale,,TBC
5457199,hq_address,,Germany
5457199,hq_address,,Germany
5457199,hq_address,,Germany
5457199,hq_address,,Germany
5457199,industry_tags,"[""Financial Services Software"",""ERP, HCM, Accounting, and Tax Software"",""Supply Chain & Transportation Software"",""Marketing and Content Management Software"",""Tech & IT Infrastructure Software"",""Retail and Leisure Software"",""Utilities and Telecoms Software"",""Regtech, GRC, and EHS Software"",""Public Sector and Education Software"",""IoT Devices and Robotics"",""Database, Data Management, and Analytics Software"",""Enterprise Automation Software"",""CRM and Customer Experience (CX) Software"",""Legal and Professional Services Software"",""Application Development"",""Industrial and Built Environment Software""]",
5457199,scale,,Very Large Cap
5457199,sectors,"[""Technology & Telecoms""]",
5457199,sub_sectors,"[""Software"",""IT Hardware"",""IT Services""]",
1358901,hq_address,,
1358901,hq_address,,United States
1358901,industry_tags,"[""Industrial and Built Environment Software"",""ERP, HCM, Accounting, and Tax Software"",""IoT Devices and Robotics"",""IT Hardware OEMs"",""Utilities and Telecoms Software"",""Supply Chain & Transportation Software"",""Regtech, GRC, and EHS Software"",""Tech & IT Infrastructure Software"",""Financial Services Software"",""Healthcare Software"",""Marketing and Content Management Software"",""Retail and Leisure Software"",""Public Sector and Education Software"",""Managed Services"",""Database, Data Management, and Analytics Software"",""Enterprise Automation Software"",""Business Productivity Software"",""CRM and Customer Experience (CX) Software"",""Legal and Professional Services Software""]",
1358901,scale,,Very Large Cap
1358901,sectors,"[""Technology & Telecoms""]",
1358901,sub_sectors,"[""Software"",""IT Hardware"",""IT Services""]",
1115742,hq_address,,United States
1115742,industry_tags,"[""ERP, HCM, Accounting, and Tax Software""]",
1115742,scale,,Large Cap
1115742,sectors,"[""Technology & Telecoms""]",
1115742,sub_sectors,"[""Software""]",
1219156,hq_address,,United States
1219156,industry_tags,"[""Medical Supplies""]",
1219156,scale,,Very Large Cap
1219156,sectors,"[""Healthcare & Pharmaceuticals""]",
1219156,sub_sectors,"[""Devices and Equipment""]",
3787591,scale,,Small Cap
1328595,hq_address,,Sweden
1328595,hq_address,,Sweden
1328595,industry_tags,"[""Engineering and Construction"",""Program \/ Construction Management"",""Real Estate Management and Development""]",
1328595,scale,,Large Cap
1328595,sectors,"[""Business Services""]",
1328595,sub_sectors,"[""Industrial Services""]",
1230793,hq_address,,Spain
1230793,hq_address,,Spain
1230793,industry_tags,"[""Retail and Leisure Software""]",
1230793,scale,,Very Large Cap
1230793,sectors,"[""Technology & Telecoms""]",
1230793,sub_sectors,"[""Software""]",
1437003,hq_address,,Switzerland
1437003,hq_address,,Switzerland
1437003,industry_tags,"[""Beauty and Skincare"",""Hygiene and Personal Care""]",
1437003,scale,,Very Large Cap
1437003,sectors,"[""Consumer, Retail & Leisure""]",
1437003,sub_sectors,"[""FMCG""]",
1181307,hq_address,,
1181307,scale,,Very Large Cap
1433891,hq_address,,United States
1433891,industry_tags,"[""K-12 Education and Care""]",
1433891,scale,,Mid Cap
1433891,sectors,"[""Consumer, Retail & Leisure""]",
1433891,sub_sectors,"[""Education and Training""]",
977388,hq_address,,United Kingdom
977388,hq_address,,United Kingdom
977388,industry_tags,"[""Consumer Marketplaces""]",
977388,scale,,Large Cap
977388,sectors,"[""Consumer, Retail & Leisure""]",
977388,sub_sectors,"[""Consumer Services""]",
1398713,hq_address,,United Kingdom
1398713,hq_address,,United Kingdom
1398713,industry_tags,"[""SME Banking and Lending""]",
1398713,scale,,Mid Cap
1398713,sectors,"[""Financial Services""]",
1398713,sub_sectors,"[""Banking""]",
1341298,industry_tags,"[""Building Products & Materials""]",
1341298,scale,,Small Cap
1341298,sectors,"[""Industrials & Materials""]",
1341298,sub_sectors,"[""Industrial Products""]",
1483649,hq_address,,United Kingdom
1483649,scale,,Small Cap
1352282,hq_address,,United States
1352282,industry_tags,"[""Testing and Regulatory Compliance""]",
1352282,scale,,Mid Cap
1352282,sectors,"[""Business Services""]",
1352282,sub_sectors,"[""TIC & Compliance""]",
1209756,hq_address,,United States
1209756,industry_tags,"[""Cybersecurity Software"",""Consumer \/ Prosumer Software"",""Managed Services""]",
1209756,scale,,Very Large Cap
1209756,sectors,"[""Technology & Telecoms""]",
1209756,sub_sectors,"[""IT Services"",""Software""]",
1302038,hq_address,,United States
1302038,industry_tags,"[""Cybersecurity Software"",""Managed Services""]",
1302038,scale,,Very Large Cap
1302038,sectors,"[""Technology & Telecoms""]",
1302038,sub_sectors,"[""IT Services"",""Software""]",
1048294,hq_address,,United Kingdom
1048294,industry_tags,"[""Property and Casualty Insurance"",""Insurance Distribution""]",
1048294,scale,,Mid Cap
1048294,sectors,"[""Financial Services""]",
1048294,sub_sectors,"[""Insurance""]",
1052661,hq_address,,France
1052661,industry_tags,"[""Supply Chain & Transportation Software"",""Database, Data Management, and Analytics Software""]",
1052661,scale,,Mid Cap
1052661,sectors,"[""Technology & Telecoms""]",
1052661,sub_sectors,"[""Software""]",
1141344,hq_address,,United States
1141344,hq_address,,United States
1141344,industry_tags,"[""Financial Services Software"",""ERP, HCM, Accounting, and Tax Software"",""Marketing and Content Management Software"",""Tech & IT Infrastructure Software"",""Utilities and Telecoms Software"",""Regtech, GRC, and EHS Software"",""Managed Services"",""IoT Devices and Robotics"",""Database, Data Management, and Analytics Software"",""Enterprise Automation Software"",""Business Productivity Software"",""CRM and Customer Experience (CX) Software"",""IT Hardware Components"",""IT Hardware OEMs"",""Legal and Professional Services Software"",""Systems Integrators"",""Application Development""]",
1141344,scale,,Very Large Cap
1141344,sectors,"[""Technology & Telecoms""]",
1141344,sub_sectors,"[""Software"",""IT Hardware"",""IT Services""]",
5384222,hq_address,,United Kingdom
5384222,scale,,Small Cap
1064169,hq_address,,Germany
1064169,hq_address,,Germany
1064169,hq_address,,Germany
1064169,hq_address,,Germany
