assignment_id,exec_entity_id,outcome
6514,1117734,0
6514,1122329,0
6514,1110993,0
6514,1117276,0
6514,1117427,0
6514,1117439,0
6514,1117710,0
6514,1117791,0
6514,1255288,0
6514,1222655,0
6514,1255060,0
6514,1255072,0
6514,1255226,0
6514,1255234,0
6514,1255240,0
6514,1255248,0
6514,1255252,0
6514,1254932,0
6514,1254934,0
6514,1255006,0
6514,1254978,0
6514,1255048,0
6514,1255198,0
6514,1255224,0
6514,1255260,0
6514,1323088,0
6514,977318,0
6514,1174808,0
6514,1035371,0
6514,1117449,0
6514,1116778,0
6514,1353787,0
6514,977492,0
6514,1255040,0
6514,1028160,0
6514,1255000,0
6514,1117250,0
6514,1352486,0
6514,1122108,0
6514,1257376,0
6514,1354219,0
6514,1396381,0
6514,1355689,0
6514,1122278,0
6514,1117278,0
6514,1117756,0
6514,1254998,0
6514,941552,0
6514,1269562,0
6514,1350256,0
6514,1349838,0
6514,1254962,0
6514,1121546,0
6514,1052365,0
6514,1350620,0
6514,1254940,0
6514,1394851,0
6514,1132520,0
6514,1121566,0
6514,1254930,0
6514,1132700,0
6514,1446845,0
6514,1435935,0
6514,1270326,0
6514,1301594,0
6514,1421631,0
6514,1270164,0
6514,1270152,0
6514,1461615,0
6514,1270160,0
6514,1270158,0
6190,1183180,0
6190,1375893,0
6190,1249189,0
6190,1002826,0
6190,1046952,0
6190,1402477,0
6190,1056809,0
6190,1134788,0
6190,1180750,0
6190,1180770,0
6190,1180774,0
6190,1357737,0
6190,1096598,0
6190,1049622,0
6190,1181188,0
6190,977318,0
6190,1011408,0
6190,1081082,0
6190,1181004,0
6190,1185434,0
6190,1185424,0
6190,1184862,0
6190,1184898,0
6190,1185020,0
6190,1184736,0
6190,1184740,0
6190,1184758,0
6190,1184776,0
6190,1184848,0
6190,1184852,0
6190,1184858,0
6190,1184870,0
6190,1184874,0
6190,1184876,0
6190,1184912,0
6190,1184926,0
6190,1184936,0
6190,1184974,0
6190,1185004,0
6190,1349936,0
6190,1185022,0
6190,1185024,0
6190,1184792,0
6190,1184992,0
6190,1133044,0
6190,1394697,0
6190,1185016,0
6190,1144912,0
6190,1200588,0
6190,1180748,0
6190,1134845,0
6190,1117513,0
6190,1181058,0
6190,1120736,0
6190,1134865,0
6190,1184866,0
6190,1184830,0
6190,1184748,0
6190,1475451,0
6190,1133060,0
6190,1184724,0
6190,1330598,0
6190,1184772,0
6190,1058778,0
6190,1180746,0
6190,1184742,0
6190,1133284,0
6190,1199367,0
6190,1184934,0
6190,1184728,0
6190,1349708,0
6190,1184924,0
6190,1184762,0
6190,1351616,0
6190,1027836,0
6190,1184854,0
6190,1131995,0
6190,1181631,0
6190,1342248,0
6190,1083387,0
6190,1184916,0
6190,1404759,0
6190,1105631,0
6190,1180762,0
6190,1302504,0
6190,1142154,0
6190,1184780,0
6190,1153710,0
6190,1221158,0
6190,1476303,0
6190,1185473,0
6190,1070988,0
6190,976080,0
6190,1048775,0
6190,1139746,0
6190,1184884,0
6190,1185010,0
6190,1184744,0
6190,1432559,0
6190,1184988,0
6190,1297768,0
6190,1184844,0
6190,1213632,0
6190,1184794,0
6190,1076395,0
6190,1181197,0
6190,1291178,0
6190,1184784,0
6190,1131724,0
6190,1029911,0
6190,1111381,0
6190,1185012,0
6190,1180760,0
6190,1417525,0
6190,1184738,0
6190,1133056,0
6190,1320066,0
6190,1143808,0
6190,1144878,0
6190,1104422,0
6190,977276,0
6190,1452697,0
6190,1185483,0
6190,1120444,0
6190,1476503,0
6285,1195503,0
6285,1153456,0
6285,1448887,0
6285,1229373,0
6285,1151919,0
6285,1229092,0
6285,1229086,0
6285,1230935,0
6285,1231051,0
6285,1228984,0
6285,1229008,0
6285,1224502,0
6285,1195623,0
6285,3789593,0
6285,1224201,0
6285,1069174,0
6285,1075554,0
6285,1165633,0
6285,1165637,0
6285,1151921,0
6285,1136550,0
6285,1162867,0
6285,1224490,0
6285,1448719,0
6285,1153050,0
6285,1422431,0
6285,1387453,0
6285,1228996,0
6285,1229026,0
6285,1349986,0
6285,1229078,0
6285,1432695,0
6285,941891,0
6285,1212222,0
6285,1165643,0
6285,1223220,0
6285,1421377,0
6285,1223164,0
6285,1223186,0
6285,1153048,0
6285,1153054,0
6285,1122455,0
6285,1221053,0
6285,1223093,0
6285,1214571,0
6285,1223204,0
6285,1068350,0
6285,1066469,0
6285,1122463,0
6285,1136199,0
6285,1137203,0
6285,1224460,0
6285,1224544,0
6285,940399,0
6285,1110444,0
6285,1135399,0
6285,1224474,0
6285,1224486,0
6285,1433643,0
6285,1432619,0
6285,1151917,0
6285,941480,0
6285,1026505,0
6285,1224968,0
6285,1421419,0
6285,1230899,0
6285,1192229,0
6285,1287943,0
6285,1392327,0
6208,984723,0
6208,1408613,0
6208,1424113,0
6208,1050590,0
6208,1099988,0
6208,977058,0
6208,1185752,0
6208,1465549,0
6208,1047020,0
6208,1039749,0
6208,1050004,0
6208,1050684,0
6208,1217073,0
6208,1093139,0
6208,1093141,0
6208,1157636,0
6208,1186207,0
6208,1186219,0
6208,1186655,0
6208,1376889,0
6208,1186503,0
6208,1371981,0
6208,1284852,0
6208,1093147,0
6208,1417821,0
6208,1254960,0
6208,1359907,0
6208,1093117,0
6208,1292209,0
6208,3787991,0
6208,1039753,0
6208,1185746,0
6208,1093155,0
6208,1146105,0
6208,1156787,0
6208,1026241,0
6208,1269318,0
6208,1186701,0
6208,1047022,0
6208,1050778,0
6208,3791690,0
6208,1176167,0
6208,1050726,0
6208,1187014,0
6208,1186902,0
6208,1186924,0
6208,1163876,0
6208,1120622,0
6850,1377857,0
6850,1262117,0
6850,1374159,0
6850,1470211,0
6850,983886,0
6850,1457987,0
6850,1373797,0
6850,1385589,0
6850,1174802,0
6850,1377871,0
6850,1391767,0
6850,1377861,0
6850,1377947,0
6850,1398013,0
6850,1338570,0
6850,1398625,0
6850,1299377,0
6850,1398633,0
6850,1218267,0
6850,1431579,0
6850,1432263,0
6850,1319348,0
6850,1264600,0
6850,1341242,0
6850,1373807,0
6850,1430529,0
6850,1049620,0
6850,1055128,0
6850,3787714,0
6850,1376747,0
6850,1132988,0
6850,1433005,0
6850,1374165,0
6850,1373805,0
6850,1472211,0
6850,1373801,0
6850,1208663,0
6850,1465179,0
6850,1430539,0
6850,1430547,0
6850,1430543,0
6850,1431543,0
6850,1250712,0
5976,1052661,0
5976,1064169,0
5976,1026253,0
5976,1062215,0
5976,1127066,0
5976,1209110,0
5976,1073820,0
5976,1058654,0
5976,1084480,0
5976,1444229,0
5976,1055833,0
5976,1458735,0
5976,1027082,0
5976,1228142,0
5976,1055885,0
5976,1087600,0
5976,1063096,0
5976,1058990,0
5976,1072045,0
5976,1073758,0
5976,1458267,0
5976,1190350,0
5976,1240173,0
5976,1087686,0
5976,1411225,0
5976,1091028,0
5976,1357659,0
5976,1062717,0
5976,1188998,0
5976,1062913,0
5976,1049664,0
5976,1417231,0
5976,1051342,0
5976,1027478,0
5976,1289416,0
5976,1431165,0
5976,1190290,0
5976,1074840,0
5976,1075002,0
5976,1129490,0
5976,1087626,0
5976,1055765,0
5976,1026279,0
5976,1068624,0
5976,1048956,0
5976,1060541,0
5976,1061650,0
5976,1046612,0
5976,1064189,0
5976,1068324,0
5976,1190194,0
5976,1027084,0
5976,1380389,0
5976,1066247,0
5976,1055759,0
5976,1056173,0
5976,1052832,0
5976,1027328,0
5976,971572,0
5976,1052834,0
5976,1056181,0
5976,1448469,0
5976,1221590,0
5976,1432883,0
5976,1063234,0
5976,1241973,0
5976,1203216,0
5976,1139143,0
5976,1055114,0
5976,1335972,0
5976,1454691,0
5976,1264134,0
5976,1250774,0
5976,1325088,0
5976,1153970,0
5976,1064360,0
5976,1027118,0
5976,1472443,0
5976,1061372,0
5976,1189155,0
5976,1476303,0
5976,1061059,0
5976,1026938,0
5976,1045008,0
5976,1167128,0
5976,1029613,0
5976,1308991,0
5976,1061269,0
5976,1166044,0
5976,1091048,0
5976,1061071,0
5976,1061265,0
5976,1063686,0
5976,1408581,0
5976,1063795,0
5976,1420153,0
5976,1063678,0
5976,1061083,0
5976,1046614,0
5976,1082915,0
5976,1071762,0
5976,1069985,0
5976,1073754,0
6617,1184366,0
6617,1193227,0
6617,1227258,0
6617,1079865,0
6617,1067318,0
6617,1251152,0
6617,1227234,0
6617,1067382,0
6617,1424213,0
6617,1181779,0
6617,1349982,0
6617,1088538,0
6617,1079287,0
6617,1253047,0
6617,1270510,0
6617,1067550,0
6617,1169081,0
6617,1181813,0
6617,1320760,0
6617,1045287,0
6617,1141524,0
6617,1228566,0
6617,1181132,0
6617,1138174,0
6617,1077502,0
6617,1349734,0
6617,3786718,0
6617,1086774,0
6617,1141916,0
6617,1067396,0
6617,1290738,0
6617,1169087,0
6617,1227190,0
6617,1216529,0
6617,1478319,0
6617,1212508,0
6617,1227220,0
6617,1184340,0
6617,1072804,0
6617,1351614,0
6617,1061185,0
6617,1228578,0
6617,1068802,0
6617,1370843,0
6617,961448,0
6617,1311055,0
6617,1270500,0
6617,1270502,0
6617,1145928,0
6617,1184358,0
6617,1088822,0
6617,1034064,0
6617,1250246,0
6617,1212568,0
6617,1183280,0
6617,1236458,0
6617,1067581,0
6617,1181787,0
6617,1179292,0
6617,1067312,0
6617,1079511,0
6617,1216527,0
6617,1167362,0
6617,1181785,0
6617,1181805,0
6617,1181815,0
6617,1213608,0
6617,1213616,0
6617,1270504,0
6617,1270518,0
6617,1270646,0
6617,1271329,0
6617,1271333,0
6617,1329071,0
6617,1088776,0
6617,1069695,0
6617,1184306,0
6617,1184360,0
6617,1227192,0
6617,1227202,0
6617,1227210,0
6617,1141948,0
6617,1069871,0
6617,1403165,0
6617,1067506,0
6617,1087516,0
6617,1429611,0
6617,1069911,0
6617,1181833,0
6617,1184704,0
6617,1179826,0
6617,1079025,0
6617,1098127,0
6617,985628,0
6617,1227612,0
6617,1067569,0
6617,1140099,0
6617,1167236,0
6617,1167354,0
6617,1067344,0
6617,1074465,0
6617,1047676,0
6617,1146475,0
6617,1069318,0
6617,1146903,0
6617,1352864,0
6617,1069723,0
6617,1088792,0
6617,3428044,0
6617,1180972,0
6617,1169075,0
6617,1069028,0
6617,1447321,0
6617,1270628,0
6617,1184322,0
6617,1072764,0
6617,1067364,0
6617,1181807,0
6617,983724,0
6617,1408829,0
6617,978266,0
6617,1069512,0
6617,1391511,0
6617,1189671,0
6617,1271321,0
6617,1413607,0
6617,1066339,0
6617,1461899,0
6617,1423627,0
6617,1111201,0
6617,1123469,0
6617,1201546,0
6617,1184350,0
6617,1069548,0
6617,1075030,0
6617,1069608,0
6617,1199367,0
6617,1066449,0
6617,1193221,0
6599,1252136,0
6599,1192882,0
6599,1267565,0
6599,1201338,0
6599,1267835,0
6599,1208174,0
6599,1230085,0
6599,1230099,0
6599,1245130,0
6599,1146807,0
6599,1230091,0
6599,1398089,0
6599,1254193,0
6599,1230083,0
6599,1230095,0
6599,1053166,0
6599,1146416,0
6599,1230087,0
6599,1203391,0
6599,1200762,0
6599,1230081,0
6599,1230825,0
6599,1479747,0
6599,1102994,0
6599,1200736,0
6599,1268146,0
6599,1267693,0
6599,1074790,0
6599,5384189,0
6599,1083866,0
6599,1200768,0
6599,1318968,0
6599,1146691,0
6599,1353847,0
6599,1200726,0
6599,1200776,0
6599,1267987,0
6599,1268142,0
6599,1235041,0
6599,1200766,0
6599,1067156,0
6599,1208178,0
6599,1267823,0
6599,1267523,0
6599,1200746,0
6599,1268206,0
6599,1146563,0
6599,1282968,0
6599,1228996,0
6599,1417131,0
6599,1268132,0
6599,1210340,0
6599,1026333,0
6599,976820,0
6599,1267667,0
6599,1267699,0
6599,1267703,0
6599,1026615,0
6599,1084160,0
6599,1467343,0
6599,1115710,0
6599,1267577,0
6599,1267763,0
6599,1267785,0
6599,1267789,0
6599,1267807,0
6599,1267859,0
6599,1268074,0
6599,1268086,0
6599,1432885,0
6599,1142108,0
6599,1143841,0
6599,1200718,0
6599,1200722,0
6599,1200732,0
6599,1208166,0
6599,1208176,0
6599,1209319,0
6599,1371485,0
6599,1417667,0
6599,1246754,0
6599,1201342,0
6599,1397927,0
6599,1268196,0
6599,1056968,0
6599,1351456,0
6599,1268096,0
6599,1432679,0
6599,1390155,0
6599,1340836,0
6599,1088108,0
6599,1061424,0
6599,1078328,0
6599,1267825,0
6599,1078390,0
6599,1418775,0
6599,1267527,0
6599,1143864,0
6599,1350748,0
6599,1349076,0
6599,1230089,0
6599,1072409,0
6599,1420625,0
6599,1209199,0
6599,1235594,0
6599,1394823,0
6599,1267811,0
6599,1472045,0
6599,1115626,0
6599,1144311,0
6599,1214349,0
6599,1071482,0
6599,1267979,0
6599,1050750,0
6599,1147168,0
6599,1354497,0
6599,1267857,0
6599,1469307,0
6599,1270426,0
6599,1469305,0
6599,1201452,0
6599,1390907,0
6599,1146899,0
6599,1132319,0
6599,1418887,0
6599,1235654,0
6599,1282910,0
6599,1267799,0
6599,1195837,0
6599,1230073,0
6599,1282313,0
6599,1469303,0
6599,1210418,0
6599,1392627,0
6599,1195623,0
6599,1200758,0
6599,1471319,0
6599,1208961,0
6599,1146675,0
6599,1201432,0
6599,1227356,0
6599,1460747,0
6599,1357633,0
6599,1267781,0
6599,1282361,0
7027,1399837,0
7027,1436973,0
7027,945966,0
7027,1436957,0
6360,1036316,0
6360,1364423,0
6360,3789639,0
6360,1200475,0
6360,1247768,0
6360,1112285,0
6360,1245198,0
6360,1249061,0
6360,1247846,0
6360,1249103,0
6360,1100493,0
6360,1363153,0
6360,1269664,0
6360,1153906,0
6360,1249015,0
6360,1247788,0
6360,1249009,0
6360,1057940,0
6360,1457237,0
6360,1225354,0
6360,1308757,0
6360,1103160,0
6360,1097492,0
6360,1088084,0
6360,1249583,0
6360,1475887,0
6360,1090766,0
6360,1472779,0
6360,1248819,0
6360,1233927,0
6360,1089299,0
6360,1242239,0
6360,1248589,0
6360,3792974,0
6360,1151083,0
6360,1443303,0
6360,1436555,0
6360,3791341,0
6360,1242424,0
6360,976282,0
6360,1076263,0
6360,1049432,0
6360,1354115,0
6360,1195469,0
6360,1066848,0
6360,1445841,0
6360,1386415,0
6360,1248949,0
6360,1248551,0
6360,1459461,0
6360,1250374,0
6360,1131409,0
6360,1248827,0
6360,1247806,0
6360,1247780,0
6360,1406957,0
6360,1033575,0
6360,1248545,0
6360,1128023,0
6360,1288331,0
6360,1157931,0
6360,1207010,0
6360,1248943,0
6360,940407,0
6360,1392649,0
6360,1213584,0
6360,1199638,0
6360,1247816,0
6360,1247826,0
6360,1154920,0
6360,1391187,0
6360,1247790,0
6360,1247804,0
6360,1247808,0
6360,1248975,0
6360,1249511,0
6360,941730,0
6360,1248533,0
6360,1080682,0
6360,1353435,0
6360,1206487,0
6360,1248547,0
6360,1248559,0
6360,1248563,0
6360,1248585,0
6360,1248795,0
6360,1248807,0
6360,1242394,0
6360,1248815,0
6360,1248915,0
6360,1248989,0
6360,1249033,0
6360,1328895,0
6360,1247784,0
6360,1247802,0
6360,1249099,0
6360,1048202,0
6360,1452947,0
6360,1159277,0
6360,1247814,0
6360,1247820,0
6360,1247856,0
6360,1247822,0
6360,1247828,0
6360,1248469,0
6360,1119696,0
6360,1225328,0
6360,1225330,0
6360,1225334,0
6360,1225336,0
6360,1225346,0
6360,1241209,0
6360,1241213,0
6360,1242374,0
6360,1248475,0
6360,1248825,0
6360,1249577,0
6360,940747,0
6360,1264870,0
6360,1064873,0
6360,1092987,0
6360,1074713,0
6360,1068132,0
6360,1137358,0
6360,1239861,0
6360,1206147,0
6360,1247824,0
6360,1247774,0
6360,1247782,0
6360,1247812,0
6360,1355545,0
6360,1249011,0
6360,1249023,0
6360,1249069,0
6360,940731,0
6360,1065794,0
6360,1154096,0
6360,1100058,0
6360,1035019,0
6360,1072618,0
6360,1248995,0
6360,1249101,0
6360,1112177,0
6360,977386,0
6360,1151081,0
6360,940624,0
6360,1247840,0
6360,1204184,0
6360,1301596,0
6360,1247832,0
6360,1089328,0
6360,1038506,0
6360,1231015,0
6360,1191329,0
6360,1074499,0
6360,1123792,0
6360,1366257,0
6360,1236038,0
6360,1050540,0
6360,1462313,0
6360,1104048,0
6360,1453551,0
6360,1089193,0
6360,1161268,0
6360,1375255,0
6360,1137487,0
6360,1208473,0
6360,941649,0
6360,1211392,0
6360,1453559,0
6360,1247786,0
6360,1248809,0
6360,1248917,0
6360,1242410,0
6360,1063493,0
6360,1363157,0
6360,1109619,0
6360,1478687,0
6360,1356215,0
6360,1077362,0
6360,1460647,0
6119,1157188,0
6119,1187500,0
6119,1157160,0
6119,1156050,0
6119,1155990,0
6119,1155960,0
6119,1155918,0
6119,1155958,0
6119,1249189,0
6119,1047020,0
6119,1066597,0
6119,977058,0
6119,1101553,0
6119,1093117,0
6119,1093141,0
6119,1099007,0
6119,1099370,0
6119,1099372,0
6119,1101557,0
6119,1101756,0
6119,1101758,0
6119,1122373,0
6119,1133573,0
6119,1156054,0
6119,1156060,0
6119,1083387,0
6119,1099164,0
6119,1156767,0
6119,1101559,0
6119,1133284,0
6119,1279371,0
6119,1160660,0
6119,1113187,0
6119,1100058,0
6119,1157194,0
6119,1096598,0
6119,1099988,0
6119,1066609,0
6119,1156068,0
6119,1155966,0
6119,1155970,0
6119,1351514,0
6119,1157202,0
6119,1156288,0
6119,1433903,0
6119,1155986,0
6119,1295889,0
6119,1157176,0
6119,1101555,0
6119,1123145,0
6119,1062379,0
6119,1398715,0
6119,1121728,0
6119,1070988,0
6119,1046946,0
6119,1072948,0
6119,979568,0
6119,1086084,0
6119,1155974,0
6119,1097198,0
6119,1287153,0
6119,1146105,0
6119,1002918,0
6119,1097220,0
6119,1093155,0
6119,1093139,0
6119,1097647,0
6119,1003436,0
6119,1398129,0
6119,1139535,0
6119,1157174,0
6119,1424113,0
6119,1099942,0
6119,1248919,0
6602,1083327,0
6602,1175873,0
6602,1269866,0
6602,1269868,0
6602,1083329,0
6602,1401887,0
6602,1051076,0
6602,1270300,0
6602,1035297,0
6602,1269850,0
6602,1269852,0
6602,1269878,0
6602,947902,0
6602,1239341,0
6602,1269854,0
6602,1269870,0
6602,1133935,0
6602,1269880,0
6602,947960,0
6602,946974,0
6602,1270108,0
6602,1263021,0
6602,1063819,0
6602,1159099,0
6602,1244449,0
6602,1265924,0
6602,1270214,0
6602,1270284,0
6602,946188,0
6602,1076603,0
6602,1143856,0
6602,1218739,0
6602,1049978,0
6602,1238873,0
6602,1132279,0
6602,946102,0
6602,1053950,0
6602,1131702,0
6602,1269860,0
6602,1239289,0
6602,947296,0
6602,1271635,0
6602,1269858,0
6602,1244435,0
6602,1109413,0
6602,1269876,0
6602,946798,0
6602,1269872,0
6602,1265928,0
6602,946394,0
6602,1269864,0
